class;cap-diameter;stem-height;stem-width;season;cap-shape_convex;cap-shape_flat;cap-shape_sunken;cap-color_brown;cap-color_orange;cap-color_red;cap-color_white;cap-color_yellow;habitat_grasses;habitat_heaths;habitat_leaves;habitat_meadows;habitat_woods;mushroom-id
poisonous;13.06;16.9;17.38;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;4684
poisonous;17.23;17.63;17.92;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;13468
poisonous;14.39;16.98;17.48;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;10254
poisonous;15.56;17.28;16.99;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;34484
poisonous;13.2;16.91;16.9;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;15862
poisonous;13.9;17.81;17.77;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;24741
poisonous;16.38;18.36;17.99;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;28759
poisonous;13.3;17.6;17.52;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;9753
poisonous;15.95;16.42;16.65;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;22155
poisonous;16.58;18.26;18.12;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;30314
poisonous;14.1;16.94;16.76;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;12916
poisonous;13.81;17.22;17.11;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;17172
poisonous;14.67;17.2;16.77;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;1090
poisonous;14.23;17.22;17.23;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;13902
poisonous;14.78;17.44;17.13;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;13110
poisonous;15.08;17.09;17.8;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;23350
poisonous;16.0;16.96;17.22;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;6569
poisonous;14.76;18.14;17.54;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;6220
poisonous;14.89;17.78;18.07;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;7107
poisonous;13.05;17.32;17.17;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;6790
poisonous;13.03;17.05;17.07;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;10218
poisonous;14.07;16.98;17.76;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;19581
poisonous;15.09;17.45;18.15;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;24030
poisonous;12.22;18.19;17.62;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;15401
poisonous;15.12;17.03;17.2;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;21170
poisonous;18.04;18.86;19.79;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;34880
poisonous;12.27;16.15;17.17;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;11061
poisonous;16.03;19.34;19.37;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;2764
poisonous;16.51;18.38;18.29;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;7352
poisonous;14.96;18.26;18.28;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;31629
poisonous;15.9;17.34;17.54;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;20975
poisonous;15.48;19.22;18.14;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;31971
poisonous;15.63;17.72;16.82;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;31257
poisonous;14.8;17.94;17.42;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;17526
poisonous;16.0;17.67;17.96;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;14665
poisonous;15.07;16.97;17.51;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;7158
poisonous;13.12;17.96;17.89;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;22211
poisonous;13.82;16.86;17.14;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;32160
poisonous;17.23;18.51;18.59;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;33976
poisonous;12.57;16.62;15.7;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;15118
poisonous;14.85;17.36;16.46;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;6284
poisonous;12.55;16.97;17.39;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;28448
poisonous;13.53;16.65;16.91;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;17130
poisonous;16.84;17.3;17.27;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;10346
poisonous;15.73;17.58;17.59;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;9432
poisonous;11.46;17.56;18.39;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;8795
poisonous;15.06;15.77;16.1;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;16131
poisonous;16.15;18.25;17.67;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;20139
poisonous;13.78;17.18;17.6;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;7736
poisonous;16.77;18.81;19.23;;0;1;0;0;0;1;0;0;0;0;0;0;1;10154
poisonous;17.32;17.67;17.83;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;9309
poisonous;18.65;18.6;19.03;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;33971
poisonous;14.11;16.87;16.23;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;36630
poisonous;16.25;17.32;17.6;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;18417
poisonous;13.59;18.58;18.87;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;30015
poisonous;17.3;17.39;18.35;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;15211
poisonous;12.13;16.66;16.62;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;22440
poisonous;12.29;16.45;15.65;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;22153
poisonous;14.74;16.8;17.46;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;8709
poisonous;15.13;17.81;17.24;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;5947
poisonous;13.66;16.21;16.65;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;9431
poisonous;13.3;17.75;17.19;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;9222
poisonous;;15.26;16.19;;0;1;0;0;1;0;0;0;0;0;0;0;1;30033
poisonous;16.66;18.73;18.47;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;23813
poisonous;15.55;17.03;17.84;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;6709
poisonous;14.28;17.55;17.58;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;784
poisonous;16.92;18.3;18.81;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;21850
poisonous;15.55;16.75;16.97;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;14663
poisonous;15.08;17.51;16.82;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;14170
poisonous;12.02;16.16;16.61;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;22797
poisonous;13.69;16.58;15.84;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;17415
poisonous;15.36;17.53;15.97;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;34775
poisonous;15.22;16.87;17.46;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;8248
poisonous;15.49;17.45;16.64;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;26000
poisonous;12.16;17.46;17.51;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;33076
poisonous;16.04;17.39;17.19;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;5096
poisonous;16.31;17.15;17.05;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;31371
poisonous;15.35;17.89;18.21;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;17491
poisonous;11.17;16.44;16.12;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;26018
poisonous;13.74;16.7;15.79;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;15489
poisonous;14.62;16.07;17.02;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;20821
poisonous;13.14;16.99;18.05;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;22663
poisonous;15.53;18.06;17.37;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;22382
poisonous;17.08;17.79;18.79;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;25108
poisonous;17.09;19.19;18.89;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;14484
poisonous;15.31;16.19;17.04;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;5442
poisonous;16.11;17.91;17.88;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;19147
poisonous;14.96;17.92;17.51;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;15131
poisonous;16.12;17.98;16.93;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;7969
poisonous;14.19;17.83;18.3;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;35325
poisonous;15.67;19.25;19.52;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;9076
poisonous;11.35;16.96;15.39;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;31943
poisonous;14.52;17.04;17.57;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;35486
poisonous;14.41;17.1;16.96;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;18743
poisonous;16.3;18.25;16.66;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;21181
poisonous;13.36;17.26;17.08;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;6455
poisonous;14.29;17.87;18.0;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;36448
poisonous;12.29;16.84;16.26;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;5952
poisonous;13.66;17.73;17.29;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;9001
poisonous;14.51;16.7;15.98;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;25816
poisonous;14.55;16.94;17.9;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;2316
poisonous;14.97;18.45;17.51;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;21919
poisonous;13.06;15.72;16.19;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;32458
poisonous;12.85;17.35;16.64;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;27281
poisonous;14.0;16.57;16.04;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;30706
poisonous;13.93;16.65;16.86;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;36121
poisonous;17.91;17.63;18.15;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;19293
poisonous;14.43;17.41;18.24;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;13076
poisonous;13.43;16.13;16.25;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;28244
poisonous;13.04;17.99;17.49;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;29228
poisonous;17.1;18.96;18.94;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;9579
poisonous;15.07;18.33;18.88;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;1424
poisonous;15.03;18.81;18.36;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;30845
poisonous;16.37;17.96;18.69;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;32460
poisonous;11.02;15.98;16.02;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;20730
poisonous;17.61;18.35;17.91;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;327
poisonous;17.54;18.2;17.76;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;3003
poisonous;16.77;18.02;19.96;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;36774
poisonous;16.21;17.29;17.29;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;487
poisonous;14.94;17.5;18.26;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;12266
poisonous;14.74;18.42;18.5;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;32947
poisonous;15.97;16.42;16.89;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;24850
poisonous;13.56;17.3;17.96;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;24474
poisonous;15.13;18.75;18.33;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;2679
poisonous;15.42;18.34;18.24;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;25996
poisonous;13.49;17.6;17.44;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;17068
poisonous;15.71;17.91;18.23;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;32543
poisonous;14.96;17.96;17.37;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;9873
poisonous;15.34;17.74;18.62;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;30684
poisonous;12.26;18.14;17.58;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;33041
poisonous;13.46;16.92;15.3;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;28009
poisonous;16.59;18.93;18.51;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;28816
poisonous;14.98;17.35;17.7;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;15557
poisonous;13.7;17.04;17.74;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;27292
poisonous;14.92;18.07;17.02;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;29610
poisonous;12.0;15.9;16.23;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;7465
poisonous;14.75;16.76;17.24;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;28860
poisonous;16.6;18.46;18.38;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;12387
poisonous;11.77;16.96;15.57;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;17855
poisonous;16.37;18.21;18.8;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;598
poisonous;13.89;17.83;17.66;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;1694
poisonous;11.71;16.47;16.1;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;36533
poisonous;15.5;17.92;18.09;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;19278
poisonous;15.93;16.86;16.9;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;28713
poisonous;17.73;19.19;18.16;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;2724
poisonous;17.23;17.45;17.79;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;17037
poisonous;16.76;18.81;18.35;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;25732
poisonous;14.14;16.89;17.97;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;36251
poisonous;12.86;16.4;16.98;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;28599
poisonous;16.79;18.81;18.09;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;35621
poisonous;14.18;17.87;18.2;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;9985
poisonous;13.56;17.14;16.74;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;6009
poisonous;14.32;16.45;15.77;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;28213
poisonous;13.64;16.74;16.93;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;21820
poisonous;13.49;16.73;17.51;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;16577
poisonous;14.7;16.84;16.67;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;4584
poisonous;13.33;19.25;18.76;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;6648
poisonous;12.87;16.52;17.5;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;11085
poisonous;14.36;17.87;17.87;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;24361
poisonous;14.39;17.55;17.24;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;35795
poisonous;14.17;17.47;17.07;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;31780
poisonous;16.4;17.92;17.83;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;20436
poisonous;12.31;17.02;16.01;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;26797
poisonous;14.77;16.61;17.06;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;15509
poisonous;15.02;16.89;17.26;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;5048
poisonous;13.9;18.1;17.7;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;25908
poisonous;17.13;16.46;16.83;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;4232
poisonous;13.68;18.22;17.47;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;31623
poisonous;15.0;18.12;17.13;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;454
poisonous;13.5;15.51;15.17;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;3233
poisonous;13.94;17.65;17.49;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;35864
poisonous;14.62;17.41;17.65;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;22743
poisonous;13.76;17.89;17.87;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;9482
poisonous;16.71;17.87;17.29;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;23637
poisonous;15.5;17.83;18.79;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;32788
poisonous;14.77;16.72;16.51;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;10034
poisonous;18.14;18.49;19.13;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;31497
poisonous;15.78;18.71;18.83;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;7343
poisonous;17.25;17.71;18.05;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;10924
poisonous;16.58;18.74;18.32;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;5868
poisonous;13.06;18.18;19.12;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;19320
poisonous;15.48;16.79;16.48;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;34815
poisonous;16.1;17.66;17.28;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;127
poisonous;15.57;18.51;18.18;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;26846
poisonous;15.02;16.27;16.81;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;24589
poisonous;14.13;17.28;16.55;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;36449
poisonous;16.03;18.22;18.37;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;22719
poisonous;13.82;15.69;15.73;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;25959
poisonous;15.89;17.82;18.03;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;35967
poisonous;15.0;18.14;18.2;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;12081
poisonous;17.22;18.26;18.23;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;20740
poisonous;16.76;16.78;16.07;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;31159
poisonous;16.97;17.37;16.59;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;1262
poisonous;17.87;19.03;18.39;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;9269
poisonous;12.96;16.0;16.6;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;5073
poisonous;15.59;18.76;18.58;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;7869
poisonous;14.37;18.04;17.27;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;627
poisonous;14.8;18.13;17.66;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;21806
poisonous;13.42;17.86;17.84;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;8788
poisonous;13.44;16.74;16.54;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;22354
poisonous;15.64;18.05;17.33;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;14108
poisonous;15.16;17.94;17.35;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;17655
poisonous;14.24;16.7;17.07;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;10555
poisonous;13.27;17.5;17.83;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;21934
poisonous;14.33;17.27;17.45;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;1165
poisonous;18.59;18.3;18.82;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;17922
poisonous;16.92;18.35;18.14;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;28891
poisonous;14.63;16.62;15.93;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;6406
poisonous;14.71;18.65;17.98;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;28620
poisonous;14.84;18.23;18.18;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;4239
poisonous;14.1;16.49;17.92;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;10777
poisonous;11.69;17.18;17.11;autumn;0;1;0;0;0;1;0;0;0;0;0;0;1;13621
poisonous;13.63;17.04;16.96;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;29826
poisonous;15.29;17.75;16.37;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;11369
poisonous;15.57;18.24;18.41;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;8898
poisonous;17.58;16.86;17.49;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;17598
poisonous;15.4;16.93;17.25;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;7454
poisonous;13.64;16.64;17.59;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;30898
poisonous;17.25;17.8;17.3;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;36404
poisonous;17.84;18.83;18.54;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;12307
poisonous;15.48;17.41;17.4;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;7952
poisonous;14.57;18.08;18.49;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;35522
poisonous;14.45;17.63;17.66;autumn;1;0;0;0;0;1;0;0;0;0;0;0;1;6946
poisonous;15.79;18.85;18.13;winter;0;1;0;0;0;1;0;0;0;0;0;0;1;20297
poisonous;17.38;19.27;18.81;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;5267
poisonous;14.91;18.38;16.07;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;13260
poisonous;16.98;17.16;16.65;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;1805
poisonous;13.73;16.38;16.97;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;18786
poisonous;14.99;17.19;16.21;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;34586
poisonous;15.01;18.01;17.33;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;32643
poisonous;15.84;18.54;18.47;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;36008
poisonous;16.62;18.54;18.01;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;254
poisonous;11.29;16.6;16.69;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;5182
poisonous;13.95;17.08;15.9;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;1583
poisonous;14.27;17.35;16.87;summer;1;0;0;0;0;1;0;0;0;0;0;0;1;3712
poisonous;17.38;17.53;18.3;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;31739
poisonous;13.05;17.87;17.76;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;7162
poisonous;14.45;17.43;17.44;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;26130
poisonous;15.88;17.73;19.16;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;8743
poisonous;15.28;17.97;17.87;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;31915
poisonous;14.68;16.19;16.4;autumn;1;0;0;0;1;0;0;0;0;0;0;0;1;19662
poisonous;14.39;16.99;16.08;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;30636
poisonous;;17.93;17.41;;0;1;0;0;1;0;0;0;0;0;0;0;1;11838
poisonous;15.47;17.56;18.38;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;20462
poisonous;14.05;16.85;17.07;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;8721
poisonous;15.02;16.62;16.6;summer;0;1;0;0;1;0;0;0;0;0;0;0;1;4411
poisonous;17.17;18.52;18.04;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;19577
poisonous;15.01;17.62;17.39;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;16769
poisonous;16.22;18.56;18.15;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;844
poisonous;14.94;16.6;16.85;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;33159
poisonous;13.22;17.72;16.43;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;26118
poisonous;13.66;16.81;16.98;summer;1;0;0;0;1;0;0;0;0;0;0;0;1;18793
poisonous;18.31;19.29;18.94;;0;1;0;0;1;0;0;0;0;0;0;0;1;27326
poisonous;11.68;17.31;16.62;autumn;0;1;0;0;1;0;0;0;0;0;0;0;1;15441
poisonous;13.45;15.84;16.16;winter;0;1;0;0;1;0;0;0;0;0;0;0;1;25410
poisonous;14.42;17.03;16.57;winter;1;0;0;0;0;1;0;0;0;0;0;0;1;30546
poisonous;15.6;18.06;18.83;summer;0;1;0;0;0;1;0;0;0;0;0;0;1;29400
poisonous;10.58;16.33;15.53;winter;1;0;0;0;1;0;0;0;0;0;0;0;1;14615
